condition	sample
15_Insular_Posterior_Cortex	SRR8750813
15_Insular_Posterior_Cortex	SRR8750814
15_Insular_Posterior_Cortex	SRR8750815
15_Insular_Posterior_Cortex	SRR8750816
NKX2.1_GFPW-hESC-derived_neurons	SRR1639072
NKX2.1_GFPW-hESC-derived_neurons	SRR1639073
NKX2.1_GFPW-hESC-derived_neurons	SRR1639074
NKX2.1_GFPW-hESC-derived_neurons	SRR1639075
iPSC-derived_neuron_sample	SRR1639076
iPSC-derived_neuron_sample	SRR1639077
iPSC-derived_neuron_sample	SRR1639078
iPSC-derived_neuron_sample	SRR1639079
iPSC-derived_neuron_sample	SRR1639080
Brain_prefrontal_cortex	SRR6742933
Brain_prefrontal_cortex	SRR6742934
Brain_prefrontal_cortex	SRR6742935
Brain_prefrontal_cortex	SRR6742936
Brain_prefrontal_cortex	SRR6742937
Brain_prefrontal_cortex	SRR6742938
Brain_prefrontal_cortex	SRR6742939
Brain_prefrontal_cortex	SRR6742940
Brain_prefrontal_cortex	SRR6742941
Brain_prefrontal_cortex	SRR6742942
Brain_prefrontal_cortex	SRR6742943
Brain_prefrontal_cortex	SRR6742944
Brain_prefrontal_cortex	SRR6742945
Brain_prefrontal_cortex	SRR6742946
Brain_prefrontal_cortex	SRR6742947
Brain_prefrontal_cortex	SRR6742948
Brain_prefrontal_cortex	SRR6742949
Brain_prefrontal_cortex	SRR6742950
Brain_prefrontal_cortex	SRR6742951
Brain_prefrontal_cortex	SRR6742952
Brain_prefrontal_cortex	SRR6742953
Brain_prefrontal_cortex	SRR6742954
Brain_prefrontal_cortex	SRR6742955
Brain_prefrontal_cortex	SRR6742956
Brain_prefrontal_cortex	SRR6742957
Brain_prefrontal_cortex	SRR6742958
Brain_prefrontal_cortex	SRR6742959
Brain_prefrontal_cortex	SRR6742960
Brain_prefrontal_cortex	SRR6742961
Brain_prefrontal_cortex	SRR6742962
Brain_prefrontal_cortex	SRR6742963
Brain_prefrontal_cortex	SRR6742964
Brain_prefrontal_cortex	SRR6742965
Brain_prefrontal_cortex	SRR6742966
Brain_prefrontal_cortex	SRR6742967
Brain_prefrontal_cortex	SRR6742968
Brain_prefrontal_cortex	SRR6742969
Brain_prefrontal_cortex	SRR6742970
Brain_prefrontal_cortex	SRR6742971
Brain_prefrontal_cortex	SRR6742972
Brain_prefrontal_cortex	SRR6742973
Brain_prefrontal_cortex	SRR6742974
Brain_prefrontal_cortex	SRR6742975
Brain_prefrontal_cortex	SRR6742976
Brain_prefrontal_cortex	SRR6742977
Brain_prefrontal_cortex	SRR6742978
Brain_prefrontal_cortex	SRR6742979
Brain_prefrontal_cortex	SRR6742980
Brain_prefrontal_cortex	SRR6742981
Brain_prefrontal_cortex	SRR6742982
LUHMES-derived_neurons	SRR8582466
LUHMES-derived_neurons	SRR8582467
LUHMES-derived_neurons	SRR8582468
LUHMES-derived_neurons	SRR8582469
LUHMES-derived_neurons	SRR8582470
LUHMES-derived_neurons	SRR8582471
LUHMES-derived_neurons	SRR8582472
LUHMES-derived_neurons	SRR8582473
LUHMES-derived_neurons	SRR8582474
LUHMES-derived_neurons	SRR8582475
LUHMES-derived_neurons	SRR8582476
LUHMES-derived_neurons	SRR8582477
LUHMES-derived_neurons	SRR8582478
LUHMES-derived_neurons	SRR8582479
LUHMES-derived_neurons	SRR8582480
LUHMES-derived_neurons	SRR8582481
LUHMES-derived_neurons	SRR8582482
LUHMES-derived_neurons	SRR8582483
LUHMES-derived_neurons	SRR8582484
LUHMES-derived_neurons	SRR8582485
LUHMES-derived_neurons	SRR8582486
LUHMES-derived_neurons	SRR8582487
LUHMES-derived_neurons	SRR8582488
LUHMES-derived_neurons	SRR8582489
LUHMES-derived_neurons	SRR8582490
LUHMES-derived_neurons	SRR8582491
LUHMES-derived_neurons	SRR8582492
LUHMES-derived_neurons	SRR8582493
LUHMES-derived_neurons	SRR8582494
LUHMES-derived_neurons	SRR8582495
LUHMES-derived_neurons	SRR8582496
LUHMES-derived_neurons	SRR8582497
LUHMES-derived_neurons	SRR8582498
LUHMES-derived_neurons	SRR8582499
LUHMES-derived_neurons	SRR8582500
LUHMES-derived_neurons	SRR8582501
LUHMES-derived_neurons	SRR8582502
LUHMES-derived_neurons	SRR8582503
LUHMES-derived_neurons	SRR8582504
LUHMES-derived_neurons	SRR8582505
LUHMES-derived_neurons	SRR8582506
LUHMES-derived_neurons	SRR8582507
LUHMES-derived_neurons	SRR8582508
LUHMES-derived_neurons	SRR8582509
LUHMES-derived_neurons	SRR8582510
LUHMES-derived_neurons	SRR8582511
LUHMES-derived_neurons	SRR8582512
LUHMES-derived_neurons	SRR8582513
LUHMES-derived_neurons	SRR8582514
LUHMES-derived_neurons	SRR8582515
LUHMES-derived_neurons	SRR8582516
LUHMES-derived_neurons	SRR8582517
LUHMES-derived_neurons	SRR8582518
LUHMES-derived_neurons	SRR8582519
LUHMES-derived_neurons	SRR8582520
LUHMES-derived_neurons	SRR8582521
LUHMES-derived_neurons	SRR8582522
LUHMES-derived_neurons	SRR8582523
LUHMES-derived_neurons	SRR8582524
LUHMES-derived_neurons	SRR8582525
LUHMES-derived_neurons	SRR8582526
LUHMES-derived_neurons	SRR8582527
LUHMES-derived_neurons	SRR8582528
LUHMES-derived_neurons	SRR8582529
LUHMES-derived_neurons	SRR8582530
LUHMES-derived_neurons	SRR8582531
LUHMES-derived_neurons	SRR8582532
LUHMES-derived_neurons	SRR8582533
LUHMES-derived_neurons	SRR8582534
LUHMES-derived_neurons	SRR8582535
LUHMES-derived_neurons	SRR8582536
LUHMES-derived_neurons	SRR8582537
LUHMES-derived_neurons	SRR8582538
LUHMES-derived_neurons	SRR8582539
LUHMES-derived_neurons	SRR8582540
LUHMES-derived_neurons	SRR8582541
LUHMES-derived_neurons	SRR8582542
LUHMES-derived_neurons	SRR8582543
LUHMES-derived_neurons	SRR8582544
LUHMES-derived_neurons	SRR8582545
LUHMES-derived_neurons	SRR8582546
LUHMES-derived_neurons	SRR8582547
LUHMES-derived_neurons	SRR8582548
LUHMES-derived_neurons	SRR8582549
LUHMES-derived_neurons	SRR8582550
LUHMES-derived_neurons	SRR8582551
LUHMES-derived_neurons	SRR8582552
LUHMES-derived_neurons	SRR8582553
LUHMES-derived_neurons	SRR8582554
LUHMES-derived_neurons	SRR8582555
LUHMES-derived_neurons	SRR8582556
DLPFC	SRR4289084
DLPFC	SRR4289085
DLPFC	SRR4289086
DLPFC	SRR4289087
DLPFC	SRR4289088
DLPFC	SRR4289089
DLPFC	SRR4289090
DLPFC	SRR4289091
DLPFC	SRR4289092
DLPFC	SRR4289093
DLPFC	SRR4289094
DLPFC	SRR4289095
DLPFC	SRR4289096
DLPFC	SRR4289097
DLPFC	SRR4289098
DLPFC	SRR4289099
DLPFC	SRR4289100
DLPFC	SRR4289101
DLPFC	SRR4289102
DLPFC	SRR4289103
DLPFC	SRR4289104
DLPFC	SRR4289105
DLPFC	SRR4289106
DLPFC	SRR4289107
DLPFC	SRR4289108
DLPFC	SRR4289109
DLPFC	SRR4289110
DLPFC	SRR4289111
DLPFC	SRR4289112
DLPFC	SRR4289113
DLPFC	SRR4289114
DLPFC	SRR4289115
DLPFC	SRR4289116
DLPFC	SRR4289117
DLPFC	SRR4289118
DLPFC	SRR4289119
DLPFC	SRR4289120
DLPFC	SRR4289121
iPSC-derived_coritical_spheroids_hCS	SRR5817025
iPSC-derived_coritical_spheroids_hCS	SRR5817026
iPSC-derived_coritical_spheroids_hCS	SRR5817027
iPSC-derived_coritical_spheroids_hCS	SRR5817028
iPSC-derived_coritical_spheroids_hCS	SRR5817029
iPSC-derived_coritical_spheroids_hCS	SRR5817030
iPSC-derived_coritical_spheroids_hCS	SRR5817031
iPSC-derived_coritical_spheroids_hCS	SRR5817032
iPSC-derived_coritical_spheroids_hCS	SRR5817033
iPSC-derived_coritical_spheroids_hCS	SRR5817034
iPSC-derived_coritical_spheroids_hCS	SRR5817035
iPSC-derived_coritical_spheroids_hCS	SRR5817036
iPSC-derived_coritical_spheroids_hCS	SRR5817037
iPSC-derived_coritical_spheroids_hCS	SRR5817038
iPSC-derived_coritical_spheroids_hCS	SRR5817039
iPSC-derived_coritical_spheroids_hCS	SRR5817040
iPSC-derived_coritical_spheroids_hCS	SRR5817041
iPSC-derived_coritical_spheroids_hCS	SRR5817042
iPSC-derived_coritical_spheroids_hCS	SRR5817043
iPSC-derived_coritical_spheroids_hCS	SRR5817044
iPSC-derived_coritical_spheroids_hCS	SRR5817045
iPSC-derived_coritical_spheroids_hCS	SRR5817046
forebrain_neural_progenitors	SRR10509728
forebrain_neural_progenitors	SRR10509714
forebrain_neural_progenitors	SRR10509715
forebrain_neural_progenitors	SRR10509716
forebrain_neural_progenitors	SRR10509717
forebrain_neural_progenitors	SRR10509718
forebrain_neural_progenitors	SRR10509719
forebrain_neural_progenitors	SRR10509720
forebrain_neural_progenitors	SRR10509721
forebrain_neural_progenitors	SRR10509722
forebrain_neural_progenitors	SRR10509723
forebrain_neural_progenitors	SRR10509724
forebrain_neural_progenitors	SRR10509725
forebrain_neural_progenitors	SRR10509726
forebrain_neural_progenitors	SRR10509727
forebrain_neural_progenitors	SRR10509729
forebrain_neural_progenitors	SRR9114281
forebrain_neural_progenitors	SRR9114282
forebrain_neural_progenitors	SRR9114283
forebrain_neural_progenitors	SRR9114284
forebrain_neural_progenitors	SRR9114285
forebrain_neural_progenitors	SRR9114286
forebrain_neural_progenitors	SRR9114287
forebrain_neural_progenitors	SRR9114288
HUES-derived_neurons	SRR3939170
PolyA-seq_on_brain_tissue	SRR2026309
PolyA-seq_on_brain_tissue	SRR2026310
PolyA-seq_on_brain_tissue	SRR2026311
PolyA-seq_on_brain_tissue	SRR2026312
PolyA-seq_on_brain_tissue	SRR2026313
PolyA-seq_on_brain_tissue	SRR2026314
PolyA-seq_on_brain_tissue	SRR2026315
PolyA-seq_on_brain_tissue	SRR2026316
PolyA-seq_on_brain_tissue	SRR2026317
PolyA-seq_on_brain_tissue	SRR2026318
PolyA-seq_on_brain_tissue	SRR2026319
PolyA-seq_on_brain_tissue	SRR2026320
PolyA-seq_on_brain_tissue	SRR2026321
PolyA-seq_on_brain_tissue	SRR2026322
PolyA-seq_on_brain_tissue	SRR2026323
PolyA-seq_on_brain_tissue	SRR2026324
PolyA-seq_on_brain_tissue	SRR2026325
PolyA-seq_on_brain_tissue	SRR2026326
human_frontal_cortex	SRR6363414
human_frontal_cortex	SRR6363415
human_frontal_cortex	SRR6363416
human_frontal_cortex	SRR6363417
wiltype_iPSC-derived_neurons	SRR8732095
wiltype_iPSC-derived_neurons	SRR8732096
wiltype_iPSC-derived_neurons	SRR8732097
APP_mutant_iPSC-derived_neurons	SRR8732098
APP_mutant_iPSC-derived_neurons	SRR8732099
APP_mutant_iPSC-derived_neurons	SRR8732100
PSEN1_mutant_iPSC-derived_neurons	SRR8732101
PSEN1_mutant_iPSC-derived_neurons	SRR8732102
PSEN1_mutant_iPSC-derived_neurons	SRR8732103
APPPSEN1_double_mutant_iPSC-derived_neurons	SRR8732104
APPPSEN1_double_mutant_iPSC-derived_neurons	SRR8732105
APPPSEN1_double_mutant_iPSC-derived_neurons	SRR8732106
Cerebral_Cortex	SRR2126029
Cerebral_Cortex	SRR2126030
Cerebral_Cortex	SRR2126031
Cerebral_Cortex	SRR2126032
Cerebral_Cortex	SRR2126033
Cerebral_Cortex	SRR2126034
Cerebral_Cortex	SRR2126035
Cerebral_Cortex	SRR2126036
iPSC-induced_excitatory_neurons	SRR8570452
iPSC-induced_excitatory_neurons	SRR7050886
iPSC-induced_excitatory_neurons	SRR7050887
RNA-seq_iPSC-derived_hippocampal_DG-like_neurons	SRR8558407
RNA-seq_iPSC-derived_hippocampal_DG-like_neurons	SRR8558408
RNA-seq_iPSC-derived_hippocampal_DG-like_neurons	SRR8558409
RNA-seq_iPSC-induced_lower_motor_neurons	SRR8558410
RNA-seq_iPSC-induced_lower_motor_neurons	SRR8558411
RNA-seq_iPSC-induced_lower_motor_neurons	SRR8558412
Amygdala	SRR10173265
Amygdala	SRR10173266
Amygdala	SRR10173267
Amygdala	SRR10173268
Amygdala	SRR10173269
Amygdala	SRR10173270
Amygdala	SRR10173271
Amygdala	SRR10173272
Amygdala	SRR10173273
Amygdala	SRR10173274
Amygdala	SRR10173275
Amygdala	SRR10173276
Amygdala	SRR10173277
Amygdala	SRR10173278
Amygdala	SRR10173279
Amygdala	SRR10173280
Amygdala	SRR10173281
Amygdala	SRR10173282
Amygdala	SRR10173283
Amygdala	SRR10173284
Amygdala	SRR10173285
Amygdala	SRR10173286
Amygdala	SRR10173287
Medial_Temporal_Gyrus	SRR10173288
Medial_Temporal_Gyrus	SRR10173289
Medial_Temporal_Gyrus	SRR10173290
Medial_Temporal_Gyrus	SRR10173291
Medial_Temporal_Gyrus	SRR10173292
Medial_Temporal_Gyrus	SRR10173293
Medial_Temporal_Gyrus	SRR10173294
Medial_Temporal_Gyrus	SRR10173295
Medial_Temporal_Gyrus	SRR10173296
Medial_Temporal_Gyrus	SRR10173297
Medial_Temporal_Gyrus	SRR10173298
Medial_Temporal_Gyrus	SRR10173299
Medial_Temporal_Gyrus	SRR10173300
Medial_Temporal_Gyrus	SRR10173301
Medial_Temporal_Gyrus	SRR10173302
Medial_Temporal_Gyrus	SRR10173303
Medial_Temporal_Gyrus	SRR10173305
Medial_Temporal_Gyrus	SRR10173306
Medial_Temporal_Gyrus	SRR10173307
Medial_Temporal_Gyrus	SRR10173308
Medial_Temporal_Gyrus	SRR10173309
Medial_Temporal_Gyrus	SRR10173310
Medial_Temporal_Gyrus	SRR10173311
hippocampus	SRR10192632
hippocampus	SRR10192633
hippocampus	SRR10192634
hippocampus	SRR10192635
hippocampus	SRR10192636
hippocampus	SRR10192637
hippocampus	SRR10192638
hippocampus	SRR10192639
hippocampus	SRR10192640
hippocampus	SRR10192641
hippocampus	SRR10192642
hippocampus	SRR10192643
hippocampus	SRR10192644
hippocampus	SRR10192645
hippocampus	SRR10192646
hippocampus	SRR10192647
hippocampus	SRR10192648
hippocampus	SRR10192649
hippocampus	SRR10192650
hippocampus	SRR10192651
hippocampus	SRR10192652
hippocampus	SRR10192653
hippocampus	SRR10192654
hippocampus	SRR10192655
hippocampus	SRR10192656
hippocampus	SRR10192657
hippocampus	SRR10192658
hippocampus	SRR10192659
hippocampus	SRR10192660
hippocampus	SRR10192661
hippocampus	SRR10192662
hippocampus	SRR10192663
hippocampus	SRR10192664
hippocampus	SRR10192665
hippocampus	SRR10192666
hippocampus	SRR10192667
hippocampus	SRR10192668
hippocampus	SRR10192669
hippocampus	SRR10192670
hippocampus	SRR10192671
hippocampus	SRR10192672
hippocampus	SRR10192673
hippocampus	SRR10192674
hippocampus	SRR10192675
hippocampus	SRR10192676
hippocampus	SRR10192677
hippocampus	SRR10192678
hippocampus	SRR10192679
hippocampus	SRR10192680
hippocampus	SRR10192681
hippocampus	SRR10192682
hippocampus	SRR10192683
hippocampus	SRR10192684
hippocampus	SRR10192685
hippocampus	SRR10192686
hippocampus	SRR10192687
hippocampus	SRR10192688
hippocampus	SRR10192689
hippocampus	SRR10192690
hippocampus	SRR10192691
hippocampus	SRR10192692
hippocampus	SRR10192693
hippocampus	SRR10192694
hippocampus	SRR10192695
hippocampus	SRR10192696
hippocampus	SRR10192697
hippocampus	SRR10192698
hippocampus	SRR10192699
hippocampus	SRR10192700
hippocampus	SRR10192701
hippocampus	SRR10192702
hippocampus	SRR10192703
hippocampus	SRR10192704
hippocampus	SRR10192705
hippocampus	SRR10192706
hippocampus	SRR10192707
hippocampus	SRR10192708
hippocampus	SRR10192709
hippocampus	SRR5804430
hippocampus	SRR5804448
hippocampus	SRR5804449
hippocampus	SRR5804450
human_brain	SRR1603661
human_brain	SRR1603662
human_brain	SRR1603663
human_brain	SRR1603664
human_brain	SRR1603665
human_brain	SRR1603666
human_brain	SRR1603667
human_brain	SRR1603668
human_brain	SRR1603669
human_brain	SRR1603670
human_brain	SRR1603671
human_brain	SRR1603672
Glutmatergic_day-15_post_induction	SRR8801802
Glutmatergic_day-15_post_induction	SRR8801803
Glutmatergic_day-15_post_induction	SRR8801804
Glutmatergic_day-15_post_induction	SRR8801805
Glutmatergic_day-15_post_induction	SRR8801806
Glutmatergic_day-15_post_induction	SRR8801807
Glutmatergic_day-15_post_induction	SRR8801808
Glutmatergic_day-15_post_induction	SRR8801809
Glutmatergic_day-15_post_induction	SRR8801810
Glutmatergic_day-15_post_induction	SRR8801811
Glutmatergic_day-15_post_induction	SRR8801812
Glutmatergic_day-15_post_induction	SRR8801813
Glutmatergic_day-15_post_induction	SRR8801814
Glutmatergic_day-15_post_induction	SRR8801815
Glutmatergic_day-15_post_induction	SRR8801816
Glutmatergic_day-15_post_induction	SRR8801817
Glutmatergic_day-15_post_induction	SRR8801818
Glutmatergic_day-15_post_induction	SRR8801819
Dopaminergic_day-30_post_induction	SRR8801820
Dopaminergic_day-30_post_induction	SRR8801821
Dopaminergic_day-30_post_induction	SRR8801822
Dopaminergic_day-30_post_induction	SRR8801823
Dopaminergic_day-30_post_induction	SRR8801824
Dopaminergic_day-30_post_induction	SRR8801825
Dopaminergic_day-30_post_induction	SRR8801826
Dopaminergic_day-30_post_induction	SRR8801827
GABergic__day-28_post_induction	SRR8801828
GABergic__day-28_post_induction	SRR8801829
GABergic__day-28_post_induction	SRR8801830
GABergic__day-28_post_induction	SRR8801831
GABergic__day-28_post_induction	SRR8801832
GABergic__day-28_post_induction	SRR8801833
GABergic__day-28_post_induction	SRR8801834
iPSC-derived_neuron	SRR5031409
iPSC-derived_neuron	SRR5031410
iPSC-derived_neuron	SRR5031411
iPSC-derived_neuron	SRR5031412
iPSC-derived_neuron	SRR5031413
iPSC-derived_neuron	SRR5031414
iPSC-derived_neuron	SRR5031415
iPSC-derived_neuron	SRR5031416
iPSC-derived_neuron	SRR5031417
iPSC-derived_neuron	SRR5031418
iPSC-derived_neuron	SRR5031419
iPSC-derived_neuron	SRR5031420
iPSC-derived_neuron	SRR5031421
Subcortical_White_Matter	SRR2351900
Subcortical_White_Matter	SRR2351901
Subcortical_White_Matter	SRR2351903
Subcortical_White_Matter	SRR2351904
Subcortical_White_Matter	SRR2351906
Subcortical_White_Matter	SRR2351907
Cortical_Gray_Matter	SRR2351908
Cortical_Gray_Matter	SRR2351909
Cortical_Gray_Matter	SRR2351910
Cortical_Gray_Matter	SRR2351911
Cortical_Gray_Matter	SRR2351912
Cortical_Gray_Matter	SRR2351913
Human_motor_neurons_derived_from_SOD1_gene_corrected_iPSCs	SRR5273291
Human_motor_neurons_derived_from_SOD1_gene_corrected_iPSCs	SRR5273292
Human_motor_neurons_derived_from_ALS_iPSCs_bearing_SOD1+A272C_mutation	SRR5273293
Human_motor_neurons_derived_from_ALS_iPSCs_bearing_SOD1+A272C_mutation	SRR5273294
disomic_IPSC_Derived_Neurons	SRR5874673
disomic_IPSC_Derived_Neurons	SRR5874674
disomic_IPSC_Derived_Neurons	SRR5874672
trisomic_IPSC_Derived_Neurons	SRR5874669
trisomic_IPSC_Derived_Neurons	SRR5874670
trisomic_IPSC_Derived_Neurons	SRR5874671
iPSC-derived_microglia	SRR5956459
iPSC-derived_microglia	SRR5956460
iPSC-derived_microglia	SRR5956461
iPSC-derived_microglia	SRR5956462
iPSC-derived_microglia	SRR5956463
iPSC-derived_microglia	SRR5956464
iPSC-derived_microglia	SRR5956465
iPSC-derived_microglia	SRR5956466
Human_fetal_brain	SRR4787052
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867898
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867899
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867900
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867901
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867902
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867903
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867904
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867905
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867906
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867907
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867908
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867909
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867910
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867911
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867912
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867913
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867914
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867915
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867916
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867917
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867918
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867919
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867920
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867921
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867922
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867923
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867924
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867925
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867926
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867927
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867928
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867929
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867930
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867931
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867932
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867933
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867934
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867935
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867936
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867937
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867938
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867939
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867940
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867941
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867942
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867943
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867944
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867945
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867946
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867947
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867948
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867949
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867950
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867951
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867952
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867953
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867954
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867955
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867956
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867957
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867958
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867959
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867960
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867961
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867962
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867963
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867964
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867965
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867966
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867967
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867968
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867969
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867970
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867972
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867973
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867974
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867975
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867976
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867977
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867978
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867979
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867980
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867981
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867982
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867983
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867984
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867985
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867986
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867987
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867988
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867989
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867990
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867991
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867992
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867993
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867994
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867996
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867997
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867998
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867999
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868000
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868001
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868002
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868004
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868005
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868006
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868007
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868008
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868009
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868010
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868011
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868012
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868013
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868016
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868017
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868018
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868019
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868020
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868021
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868022
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868023
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868024
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868025
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868026
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868027
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868028
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868029
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868030
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868031
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868032
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868033
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868034
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868035
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868036
